NCTETID,DISTRICT,CLASS_11,CLASS_12,CLASS_13,SCHOOLYEAR_SP,OBSID,RATERID,OBSYEAR,OBSMONTH,OBSDAY,CHAPNUM,CLPC,CLNC,CLTS,CLRSP,CLBM,CLPRDT,CLILF,CLCU,CLAPS,CLQF,CLINSTD,CLSTENG,SCHOOLID
12051,12,0,1,0,2012,2975,4,2012,4,30,4,5.0,1.0,6.0,4.0,6.0,6.0,4.0,4.0,3.0,5.0,5.0,6.0,1208.0
12052,12,0,1,0,2012,2270,17,2011,12,7,1,6.0,1.0,5.0,4.0,4.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,1208.0
12052,12,0,1,0,2012,2270,17,2011,12,7,2,6.0,1.0,5.0,3.0,5.0,7.0,5.0,5.0,4.0,6.0,5.0,4.0,1208.0
12052,12,0,1,0,2012,2270,17,2011,12,7,3,6.0,1.0,4.0,4.0,3.0,6.0,5.0,5.0,3.0,5.0,4.0,3.0,1208.0
12052,12,0,1,0,2012,2270,17,2011,12,7,4,6.0,1.0,3.0,3.0,4.0,7.0,4.0,4.0,3.0,,3.0,4.0,1208.0
12053,12,0,1,0,2012,2118,16,2011,11,9,1,6.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,1206.0
12053,12,0,1,0,2012,2118,16,2011,11,9,2,6.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,1206.0
12053,12,0,1,0,2012,2118,16,2011,11,9,3,6.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,1206.0
12053,12,0,1,0,2012,2118,16,2011,11,9,4,6.0,1.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,1206.0
12053,12,0,1,0,2012,2985,2,2012,5,3,1,3.0,3.0,3.0,2.0,5.0,6.0,4.0,4.0,4.0,3.0,2.0,5.0,1206.0
12053,12,0,1,0,2012,2985,2,2012,5,3,2,4.0,2.0,3.0,4.0,5.0,7.0,4.0,4.0,4.0,3.0,2.0,5.0,1206.0
12053,12,0,1,0,2012,2985,2,2012,5,3,3,4.0,4.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,1206.0
12054,12,0,1,0,2012,2304,15,2011,12,8,1,4.0,1.0,4.0,3.0,7.0,7.0,3.0,3.0,1.0,4.0,2.0,4.0,1209.0
12054,12,0,1,0,2012,2304,15,2011,12,8,2,5.0,2.0,6.0,4.0,6.0,6.0,5.0,4.0,1.0,5.0,4.0,5.0,1209.0
12054,12,0,1,0,2012,2304,15,2011,12,8,3,5.0,1.0,6.0,5.0,7.0,7.0,5.0,5.0,3.0,5.0,4.0,6.0,1209.0
12054,12,0,1,0,2012,2304,15,2011,12,8,4,5.0,1.0,6.0,4.0,6.0,7.0,5.0,5.0,2.0,5.0,4.0,5.0,1209.0
12054,12,0,1,0,2012,2670,4,2012,2,2,1,5.0,1.0,5.0,4.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,1209.0
12054,12,0,1,0,2012,2670,4,2012,2,2,2,4.0,1.0,5.0,4.0,6.0,6.0,5.0,5.0,3.0,4.0,4.0,6.0,1209.0
12054,12,0,1,0,2012,2670,4,2012,2,2,3,4.0,1.0,4.0,4.0,4.0,6.0,6.0,4.0,3.0,4.0,5.0,6.0,1209.0
12054,12,0,1,0,2012,2938,8,2012,3,27,1,5.0,1.0,4.0,3.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,5.0,1209.0
12054,12,0,1,0,2012,2938,8,2012,3,27,2,5.0,1.0,5.0,3.0,7.0,7.0,4.0,3.0,3.0,2.0,3.0,5.0,1209.0
12054,12,0,1,0,2012,2938,8,2012,3,27,3,4.0,1.0,4.0,3.0,7.0,7.0,4.0,3.0,3.0,3.0,3.0,5.0,1209.0
12055,12,0,1,0,2012,2260,2,2011,12,6,1,6.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,6.0,1208.0
12055,12,0,1,0,2012,2260,2,2011,12,6,2,4.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,1208.0
12055,12,0,1,0,2012,2260,2,2011,12,6,3,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1208.0
12055,12,0,1,0,2012,2260,2,2011,12,6,4,4.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,1208.0
12055,12,0,1,0,2012,2616,1,2012,1,27,4,4.0,1.0,5.0,4.0,6.0,7.0,4.0,5.0,4.0,3.0,4.0,5.0,1208.0
12055,12,0,1,0,2012,2616,1,2012,1,27,5,5.0,1.0,4.0,4.0,6.0,7.0,4.0,5.0,3.0,3.0,4.0,5.0,1208.0
12055,12,0,1,0,2012,3011,16,2012,5,21,1,4.0,1.0,4.0,3.0,5.0,6.0,5.0,5.0,3.0,4.0,4.0,6.0,1208.0
12055,12,0,1,0,2012,3011,16,2012,5,21,2,4.0,1.0,4.0,3.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,1208.0
12055,12,0,1,0,2012,3011,16,2012,5,21,3,3.0,1.0,3.0,2.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,1208.0
12055,12,0,1,0,2012,3011,16,2012,5,21,4,3.0,1.0,4.0,3.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,1208.0
12056,12,0,1,0,2012,2154,17,2011,11,16,1,4.0,1.0,4.0,2.0,7.0,7.0,4.0,5.0,3.0,4.0,4.0,4.0,1203.0
12056,12,0,1,0,2012,2154,17,2011,11,16,2,4.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,3.0,5.0,4.0,4.0,1203.0
12056,12,0,1,0,2012,2154,17,2011,11,16,3,5.0,1.0,4.0,3.0,7.0,7.0,4.0,5.0,3.0,5.0,3.0,4.0,1203.0
12056,12,0,1,0,2012,2154,17,2011,11,16,4,4.0,1.0,4.0,3.0,7.0,7.0,4.0,4.0,3.0,4.0,3.0,4.0,1203.0
12056,12,0,1,0,2012,2518,16,2012,1,18,1,5.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,1203.0
12056,12,0,1,0,2012,2518,16,2012,1,18,2,5.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,1203.0
12056,12,0,1,0,2012,2518,16,2012,1,18,3,4.0,1.0,5.0,3.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,1203.0
12056,12,0,1,0,2012,2518,16,2012,1,18,4,4.0,1.0,5.0,3.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,1203.0
12056,12,0,1,0,2012,2950,8,2012,4,9,1,2.0,3.0,3.0,2.0,7.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,1203.0
12056,12,0,1,0,2012,2950,8,2012,4,9,2,3.0,2.0,4.0,3.0,7.0,7.0,4.0,3.0,3.0,4.0,3.0,3.0,1203.0
12056,12,0,1,0,2012,2950,8,2012,4,9,3,4.0,2.0,4.0,3.0,7.0,7.0,4.0,3.0,3.0,4.0,4.0,3.0,1203.0
12056,12,0,1,0,2012,2950,8,2012,4,9,4,3.0,2.0,3.0,3.0,6.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,1203.0
12057,12,0,1,0,2012,2262,17,2011,12,5,1,6.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,4.0,6.0,5.0,4.0,1208.0
12057,12,0,1,0,2012,2262,17,2011,12,5,2,5.0,1.0,5.0,4.0,6.0,7.0,5.0,5.0,3.0,6.0,4.0,5.0,1208.0
12057,12,0,1,0,2012,2262,17,2011,12,5,3,5.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,1208.0
12057,12,0,1,0,2012,2262,17,2011,12,5,4,6.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,3.0,5.0,5.0,4.0,1208.0
12057,12,0,1,0,2012,2602,5,2012,1,23,1,2.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,1208.0
12057,12,0,1,0,2012,2602,5,2012,1,23,2,2.0,5.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,1208.0
12057,12,0,1,0,2012,2602,5,2012,1,23,3,2.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1208.0
12057,12,0,1,0,2012,2602,5,2012,1,23,4,2.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1208.0
12058,12,0,1,0,2012,2268,9,2011,12,5,1,2.0,3.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,5.0,1208.0
12058,12,0,1,0,2012,2268,9,2011,12,5,2,1.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,1208.0
12058,12,0,1,0,2012,2268,9,2011,12,5,3,4.0,2.0,3.0,5.0,7.0,6.0,3.0,3.0,3.0,2.0,3.0,6.0,1208.0
12058,12,0,1,0,2012,2268,9,2011,12,5,4,2.0,2.0,2.0,3.0,7.0,6.0,3.0,3.0,2.0,2.0,2.0,4.0,1208.0
12058,12,0,1,0,2012,2613,10,2012,1,23,1,5.0,1.0,6.0,5.0,7.0,7.0,4.0,2.0,2.0,4.0,3.0,5.0,1208.0
12058,12,0,1,0,2012,2613,10,2012,1,23,2,3.0,2.0,3.0,5.0,6.0,5.0,3.0,4.0,1.0,5.0,3.0,4.0,1208.0
12058,12,0,1,0,2012,2613,10,2012,1,23,3,3.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,1208.0
12058,12,0,1,0,2012,2613,10,2012,1,23,4,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,1208.0
12058,12,0,1,0,2012,3015,4,2012,5,21,1,4.0,1.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,7.0,1208.0
12058,12,0,1,0,2012,3015,4,2012,5,21,2,5.0,1.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,4.0,6.0,1208.0
12058,12,0,1,0,2012,3015,4,2012,5,21,3,4.0,1.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,6.0,1208.0
12058,12,0,1,0,2012,3015,4,2012,5,21,4,4.0,1.0,5.0,5.0,6.0,7.0,5.0,5.0,4.0,4.0,4.0,6.0,1208.0
12059,12,0,1,0,2012,2610,5,2012,1,26,1,4.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,1204.0
12059,12,0,1,0,2012,2610,5,2012,1,26,2,4.0,1.0,5.0,2.0,6.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,1204.0
12059,12,0,1,0,2012,2610,5,2012,1,26,3,4.0,2.0,6.0,3.0,6.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,1204.0
12059,12,0,1,0,2012,2610,5,2012,1,26,4,5.0,2.0,6.0,2.0,6.0,5.0,3.0,6.0,3.0,5.0,2.0,5.0,1204.0
12059,12,0,1,0,2012,2842,12,2012,3,1,1,7.0,1.0,5.0,4.0,7.0,7.0,4.0,3.0,2.0,4.0,2.0,7.0,1204.0
12059,12,0,1,0,2012,2842,12,2012,3,1,2,7.0,1.0,5.0,5.0,6.0,7.0,5.0,5.0,1.0,4.0,5.0,7.0,1204.0
12059,12,0,1,0,2012,2842,12,2012,3,1,3,7.0,1.0,6.0,6.0,6.0,7.0,5.0,6.0,4.0,5.0,5.0,7.0,1204.0
12059,12,0,1,0,2012,2842,12,2012,3,1,4,7.0,1.0,5.0,5.0,7.0,7.0,5.0,5.0,3.0,5.0,4.0,7.0,1204.0
12059,12,0,1,0,2012,2952,9,2012,4,10,1,3.0,1.0,4.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,2.0,4.0,1204.0
12059,12,0,1,0,2012,2952,9,2012,4,10,2,4.0,1.0,5.0,3.0,7.0,7.0,5.0,4.0,3.0,5.0,4.0,5.0,1204.0
12059,12,0,1,0,2012,2952,9,2012,4,10,3,4.0,1.0,5.0,2.0,7.0,7.0,3.0,4.0,3.0,5.0,3.0,6.0,1204.0
12059,12,0,1,0,2012,2952,9,2012,4,10,4,3.0,1.0,5.0,2.0,7.0,7.0,3.0,4.0,2.0,4.0,2.0,5.0,1204.0
13002,13,1,0,0,2011,172,17,2011,1,21,1,6.0,1.0,5.0,4.0,6.0,7.0,4.0,5.0,3.0,5.0,3.0,4.0,1314.0
13002,13,1,0,0,2011,172,17,2011,1,21,2,5.0,1.0,4.0,3.0,6.0,7.0,4.0,4.0,3.0,5.0,3.0,4.0,1314.0
13002,13,1,0,0,2011,173,16,2011,1,24,1,3.0,1.0,5.0,2.0,7.0,7.0,4.0,4.0,2.0,3.0,4.0,5.0,1314.0
13002,13,1,0,0,2011,173,16,2011,1,24,2,3.0,1.0,4.0,2.0,7.0,6.0,4.0,4.0,2.0,4.0,3.0,5.0,1314.0
13002,13,1,0,0,2011,173,16,2011,1,24,3,4.0,1.0,5.0,2.0,7.0,7.0,4.0,4.0,2.0,3.0,4.0,6.0,1314.0
13004,13,1,0,0,2011,1067,17,2011,5,24,1,6.0,1.0,4.0,3.0,7.0,7.0,5.0,7.0,4.0,6.0,5.0,6.0,1320.0
13004,13,1,0,0,2011,1067,17,2011,5,24,2,5.0,1.0,6.0,3.0,7.0,7.0,4.0,7.0,5.0,7.0,5.0,6.0,1320.0
13004,13,1,0,0,2011,1077,12,2011,6,1,1,6.0,1.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,1320.0
13004,13,1,0,0,2011,1077,12,2011,6,1,2,7.0,1.0,6.0,5.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,1320.0
13004,13,1,0,0,2011,1168,10,2011,6,7,1,6.0,1.0,6.0,6.0,7.0,7.0,5.0,5.0,2.0,6.0,5.0,7.0,1320.0
13004,13,1,0,0,2011,1168,10,2011,6,7,2,5.0,1.0,5.0,4.0,7.0,7.0,5.0,4.0,3.0,6.0,5.0,6.0,1320.0
13004,13,1,0,0,2011,1168,10,2011,6,7,3,5.0,1.0,6.0,4.0,7.0,7.0,5.0,2.0,3.0,6.0,5.0,7.0,1320.0
13005,13,1,0,0,2011,717,16,2011,3,20,1,4.0,1.0,6.0,3.0,6.0,7.0,6.0,5.0,3.0,4.0,5.0,6.0,1307.0
13005,13,1,0,0,2011,717,16,2011,3,20,2,4.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,1307.0
13005,13,1,0,0,2011,717,16,2011,3,20,3,3.0,1.0,5.0,4.0,6.0,7.0,6.0,6.0,3.0,5.0,5.0,6.0,1307.0
13005,13,1,0,0,2011,928,17,2011,5,7,1,5.0,1.0,5.0,3.0,6.0,7.0,4.0,5.0,2.0,5.0,3.0,5.0,1307.0
13005,13,1,0,0,2011,928,17,2011,5,7,2,5.0,1.0,5.0,3.0,5.0,7.0,4.0,5.0,2.0,5.0,3.0,4.0,1307.0
13005,13,1,0,0,2011,928,17,2011,5,7,3,5.0,1.0,4.0,2.0,4.0,7.0,4.0,5.0,2.0,5.0,3.0,3.0,1307.0
13009,13,1,0,0,2011,1073,12,2011,5,11,1,6.0,1.0,5.0,4.0,7.0,7.0,6.0,4.0,1.0,4.0,4.0,5.0,1305.0
13009,13,1,0,0,2011,1073,12,2011,5,11,2,5.0,1.0,5.0,3.0,7.0,5.0,5.0,3.0,1.0,4.0,3.0,4.0,1305.0
13009,13,1,0,0,2011,1073,12,2011,5,11,3,6.0,1.0,5.0,5.0,7.0,6.0,6.0,3.0,5.0,5.0,4.0,5.0,1305.0
13009,13,1,0,0,2011,1073,12,2011,5,11,4,5.0,1.0,5.0,3.0,7.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,1305.0
13009,13,1,0,0,2011,1074,17,2011,5,19,1,5.0,1.0,4.0,2.0,7.0,7.0,4.0,5.0,2.0,4.0,3.0,5.0,1305.0
13009,13,1,0,0,2011,1074,17,2011,5,19,2,4.0,1.0,4.0,3.0,7.0,7.0,4.0,5.0,3.0,,4.0,5.0,1305.0
13009,13,1,0,0,2011,1074,17,2011,5,19,3,4.0,1.0,4.0,3.0,7.0,7.0,4.0,5.0,3.0,5.0,4.0,4.0,1305.0
13009,13,1,0,0,2011,1074,17,2011,5,19,4,4.0,1.0,3.0,3.0,5.0,7.0,4.0,5.0,4.0,5.0,3.0,4.0,1305.0
13009,13,1,0,0,2011,1095,10,2011,5,23,1,6.0,1.0,4.0,6.0,7.0,7.0,6.0,5.0,3.0,5.0,4.0,6.0,1305.0
13009,13,1,0,0,2011,1095,10,2011,5,23,2,6.0,1.0,6.0,4.0,7.0,7.0,5.0,4.0,3.0,6.0,4.0,7.0,1305.0
13012,13,1,0,0,2011,1052,8,2011,5,19,1,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,1319.0
13012,13,1,0,0,2011,1052,8,2011,5,19,2,5.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,1319.0
13012,13,1,0,0,2011,1052,8,2011,5,19,3,4.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1319.0
13012,13,1,0,0,2011,1053,10,2011,5,6,1,5.0,2.0,5.0,2.0,6.0,6.0,3.0,4.0,2.0,4.0,3.0,6.0,1319.0
13012,13,1,0,0,2011,1053,10,2011,5,6,2,5.0,2.0,4.0,5.0,6.0,6.0,3.0,5.0,2.0,6.0,3.0,6.0,1319.0
13012,13,1,0,0,2011,1053,10,2011,5,6,3,5.0,1.0,5.0,4.0,6.0,7.0,5.0,4.0,2.0,6.0,3.0,6.0,1319.0
13012,13,1,0,0,2011,1053,10,2011,5,6,4,6.0,1.0,6.0,5.0,7.0,7.0,2.0,2.0,1.0,5.0,2.0,7.0,1319.0
13012,13,1,0,0,2011,1054,16,2011,5,9,1,6.0,1.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,1319.0
13012,13,1,0,0,2011,1054,16,2011,5,9,2,6.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,1319.0
13012,13,1,0,0,2011,1054,16,2011,5,9,3,6.0,1.0,6.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,1319.0
13013,13,1,1,0,2011,1005,17,2011,5,4,1,6.0,1.0,5.0,4.0,6.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,1321.0
13013,13,1,1,0,2011,1005,17,2011,5,4,2,6.0,1.0,5.0,3.0,6.0,7.0,4.0,5.0,3.0,5.0,3.0,4.0,1321.0
13013,13,1,1,0,2011,1005,17,2011,5,4,3,5.0,1.0,5.0,2.0,5.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,1321.0
13013,13,1,1,0,2011,1005,17,2011,5,4,4,6.0,1.0,4.0,3.0,5.0,7.0,4.0,5.0,3.0,5.0,3.0,4.0,1321.0
13013,13,1,1,0,2011,1137,12,2011,6,2,1,6.0,1.0,5.0,6.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,6.0,1321.0
13013,13,1,1,0,2011,1137,12,2011,6,2,2,6.0,1.0,6.0,3.0,5.0,7.0,5.0,3.0,2.0,5.0,4.0,6.0,1321.0
13013,13,1,1,0,2011,1137,12,2011,6,2,3,7.0,1.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0,5.0,5.0,7.0,1321.0
13013,13,1,1,0,2011,1137,12,2011,6,2,4,5.0,1.0,4.0,2.0,4.0,7.0,5.0,5.0,3.0,4.0,4.0,5.0,1321.0
13013,13,1,1,0,2012,2698,17,2012,2,10,1,7.0,1.0,4.0,4.0,5.0,,5.0,4.0,2.0,4.0,2.0,3.0,1321.0
13013,13,1,1,0,2012,2698,17,2012,2,10,2,6.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,3.0,5.0,4.0,4.0,1321.0
13013,13,1,1,0,2012,2698,17,2012,2,10,3,7.0,1.0,5.0,4.0,5.0,7.0,5.0,4.0,3.0,5.0,4.0,5.0,1321.0
13013,13,1,1,0,2012,2698,17,2012,2,10,4,5.0,1.0,4.0,3.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,1321.0
13013,13,1,1,0,2012,2953,2,2012,2,8,1,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,1321.0
13013,13,1,1,0,2012,2953,2,2012,2,8,2,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,1321.0
13013,13,1,1,0,2012,2953,2,2012,2,8,3,3.0,1.0,5.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,4.0,5.0,1321.0
13013,13,1,1,0,2012,2953,2,2012,2,8,4,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,6.0,1321.0
13013,13,1,1,0,2012,2957,12,2012,4,26,1,7.0,1.0,6.0,6.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,7.0,1321.0
13013,13,1,1,0,2012,2957,12,2012,4,26,2,7.0,1.0,5.0,5.0,7.0,7.0,5.0,5.0,3.0,4.0,5.0,7.0,1321.0
13013,13,1,1,0,2012,2957,12,2012,4,26,3,7.0,1.0,6.0,4.0,7.0,7.0,5.0,5.0,3.0,4.0,5.0,7.0,1321.0
13013,13,1,1,0,2012,2957,12,2012,4,26,4,7.0,1.0,5.0,4.0,7.0,7.0,6.0,5.0,4.0,3.0,3.0,7.0,1321.0
13015,13,1,1,1,2011,946,17,2011,1,26,1,5.0,1.0,5.0,3.0,6.0,7.0,5.0,5.0,3.0,5.0,4.0,5.0,1314.0
13015,13,1,1,1,2011,946,17,2011,1,26,2,5.0,1.0,5.0,5.0,6.0,7.0,5.0,6.0,4.0,6.0,4.0,5.0,1314.0
13015,13,1,1,1,2011,946,17,2011,1,26,3,5.0,1.0,5.0,4.0,7.0,7.0,6.0,6.0,4.0,6.0,4.0,5.0,1314.0
13015,13,1,1,1,2011,1152,16,2011,6,8,1,4.0,1.0,6.0,2.0,7.0,7.0,4.0,5.0,3.0,5.0,5.0,6.0,1314.0
13015,13,1,1,1,2011,1152,16,2011,6,8,2,4.0,1.0,6.0,2.0,7.0,7.0,5.0,6.0,3.0,5.0,5.0,7.0,1314.0
13015,13,1,1,1,2012,2437,17,2012,1,9,1,6.0,1.0,5.0,3.0,7.0,7.0,5.0,5.0,4.0,7.0,5.0,5.0,1314.0
13015,13,1,1,1,2012,2437,17,2012,1,9,2,6.0,1.0,5.0,4.0,7.0,7.0,3.0,5.0,4.0,6.0,4.0,5.0,1314.0
13015,13,1,1,1,2012,2437,17,2012,1,9,3,5.0,1.0,4.0,5.0,7.0,6.0,4.0,5.0,3.0,5.0,3.0,5.0,1314.0
13015,13,1,1,1,2012,2437,17,2012,1,9,4,5.0,1.0,4.0,4.0,7.0,7.0,4.0,5.0,4.0,5.0,4.0,4.0,1314.0
13015,13,1,1,1,2012,2645,11,2012,2,7,1,5.0,1.0,5.0,3.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,1314.0
13015,13,1,1,1,2012,2645,11,2012,2,7,2,5.0,1.0,5.0,3.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,1314.0
13015,13,1,1,1,2012,2645,11,2012,2,7,3,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1314.0
13015,13,1,1,1,2012,2645,11,2012,2,7,4,5.0,1.0,5.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,1314.0
13015,13,1,1,1,2012,2781,11,2012,2,28,1,5.0,1.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,1314.0
13015,13,1,1,1,2012,2781,11,2012,2,28,2,5.0,1.0,5.0,3.0,5.0,6.0,5.0,5.0,3.0,4.0,4.0,5.0,1314.0
13015,13,1,1,1,2012,2781,11,2012,2,28,3,5.0,1.0,5.0,2.0,5.0,6.0,5.0,4.0,3.0,4.0,3.0,5.0,1314.0
13015,13,1,1,1,2012,2781,11,2012,2,28,4,6.0,1.0,5.0,3.0,5.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,1314.0
13015,13,1,1,1,2013,4104,8,2012,11,16,1,4.0,1.0,5.0,3.0,7.0,7.0,4.0,3.0,3.0,3.0,3.0,5.0,1314.0
13015,13,1,1,1,2013,4104,8,2012,11,16,2,4.0,1.0,5.0,3.0,7.0,7.0,4.0,3.0,3.0,3.0,4.0,5.0,1314.0
13015,13,1,1,1,2013,4104,8,2012,11,16,3,5.0,1.0,5.0,3.0,7.0,7.0,4.0,3.0,3.0,3.0,4.0,5.0,1314.0
13015,13,1,1,1,2013,4104,8,2012,11,16,4,5.0,1.0,5.0,3.0,7.0,7.0,5.0,3.0,3.0,3.0,5.0,5.0,1314.0
13015,13,1,1,1,2013,4475,17,2013,2,11,1,6.0,1.0,5.0,4.0,7.0,7.0,4.0,6.0,4.0,5.0,6.0,5.0,1314.0
13015,13,1,1,1,2013,4475,17,2013,2,11,2,6.0,1.0,4.0,3.0,7.0,7.0,4.0,5.0,4.0,5.0,4.0,5.0,1314.0
13015,13,1,1,1,2013,4475,17,2013,2,11,3,7.0,1.0,4.0,5.0,7.0,7.0,5.0,5.0,4.0,5.0,6.0,4.0,1314.0
13015,13,1,1,1,2013,4475,17,2013,2,11,4,6.0,1.0,5.0,3.0,7.0,7.0,4.0,5.0,3.0,6.0,5.0,5.0,1314.0
13015,13,1,1,1,2013,4664,4,2013,3,18,1,5.0,1.0,5.0,3.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,7.0,1314.0
13015,13,1,1,1,2013,4664,4,2013,3,18,2,5.0,1.0,5.0,3.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,7.0,1314.0
13015,13,1,1,1,2013,4664,4,2013,3,18,3,5.0,1.0,5.0,4.0,7.0,7.0,5.0,6.0,5.0,4.0,5.0,7.0,1314.0
13015,13,1,1,1,2013,4664,4,2013,3,18,4,5.0,1.0,6.0,5.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,7.0,1314.0
13015,13,1,1,1,2013,4664,4,2013,3,18,5,5.0,1.0,5.0,4.0,7.0,7.0,5.0,5.0,4.0,5.0,5.0,7.0,1314.0
13016,13,1,0,0,2011,1162,17,2011,5,26,1,6.0,1.0,4.0,4.0,6.0,7.0,4.0,4.0,3.0,4.0,4.0,4.0,1319.0
13016,13,1,0,0,2011,1162,17,2011,5,26,2,6.0,1.0,4.0,3.0,5.0,7.0,4.0,4.0,3.0,5.0,3.0,4.0,1319.0
13016,13,1,0,0,2011,1162,17,2011,5,26,3,5.0,1.0,4.0,4.0,6.0,7.0,4.0,4.0,3.0,5.0,4.0,5.0,1319.0
13016,13,1,0,0,2011,1162,17,2011,5,26,4,4.0,2.0,4.0,4.0,5.0,7.0,4.0,4.0,3.0,5.0,4.0,3.0,1319.0
13018,13,1,1,1,2011,961,17,2011,5,18,1,5.0,1.0,5.0,3.0,6.0,7.0,4.0,5.0,3.0,6.0,4.0,4.0,1306.0
13018,13,1,1,1,2011,961,17,2011,5,18,2,5.0,2.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,5.0,3.0,4.0,1306.0
13018,13,1,1,1,2011,961,17,2011,5,18,3,4.0,1.0,4.0,3.0,6.0,7.0,4.0,5.0,3.0,5.0,4.0,4.0,1306.0
